10km,15km,20km,25km,30km
4800133.352270475,2117670.1688264366,2240404.577678817,1868145.8090336984,1732555.3225151147
4805549.796157075,3248185.169284862,2198932.4060423374,2121145.134528455,1456473.5047564288
3869448.888667473,2610121.297621456,2432968.129921802,1475848.776547894,1744748.7557202317
4841541.422769975,2661794.915178415,2207982.273703626,1996785.7612264133,1720312.1195854743
3156598.4729207424,2604530.8398836018,1783510.971352944,2119673.584858345,1864193.9795086659
3852231.830756908,3205077.009206476,2207689.80948188,1856673.6637194867,1836512.007422314
3872611.8388563055,2600854.2303039003,3749458.79901167,1866150.2011822283,1968999.7166776413
4815139.272729707,2655352.0586202326,2205061.534161248,1897802.3505213468,1733174.197958972
3153206.442090097,2111271.5906026717,2205584.732523663,1874014.0268067278,1709760.9829660428
3840423.331778913,2907447.2940012123,1746176.4015521721,1561644.6324893232,1370626.1800902076
3872609.4975779927,2597425.2542919572,2187658.091964852,1542685.7311750364,1736756.4700069611
4835750.242325665,2696283.337649961,2231386.409199439,1845629.9342806793,1369318.7315191645
3839817.9213674855,2595925.055956449,2182560.068017189,1627280.7500752585,1723005.80470242
3848467.2032670225,2602667.5592298047,2418751.081605451,1847103.05108254,1710859.605766474
3389254.2857756936,2083266.0100571977,2178938.67463378,1844057.2556517557,1443198.657263611
2772052.35869254,2638509.2682681885,2192879.5774132223,1854188.1653462283,1813571.3886153465
3877553.328576201,2632597.1473615225,2465741.728815401,1548849.7210393979,1353941.7561829118
3142775.934493759,2752175.631234425,2179516.260354676,1872308.0601222622,1705187.5668543414
3851504.983883159,2592231.976218985,2199659.081859648,1845315.7510926279,1413752.279756622
3839025.999098594,2592085.1031185333,2197310.360236525,2013350.8584885218,1796677.13136554
3866245.0317119732,2913715.634022338,2464726.2486205157,1978693.5583979152,1735238.1292295586
2513687.5810496537,2626528.6038870323,2200835.6516287266,2122013.0476098964,1742941.8323328763
3849881.4553478416,3283687.0661080005,1758371.2138224593,1854751.5404156786,1712240.2914473093
3226921.0135527602,3204759.417517861,2174125.3612506813,1834368.3624079332,1441729.5184316935
